metabolite	tgt_proteins_ngene	tgt_proteins_indrg	tgt_proteins_pvalue	tgt_proteins_padj	tgt_proteins_overlap	ss_metabolites_ngene	ss_metabolites_indrg	ss_metabolites_pvalue	ss_metabolites_padj	ss_metabolites_overlap	co_metabolites_ngene	co_metabolites_indrg	co_metabolites_pvalue	co_metabolites_padj	co_metabolites_overlap
N-Acetylcadaverine	0	0	NA	NA	NA	22	2	0.0217695465696714	0.0258881094342038	CD4/TGFB1	1850	85	6.19868786306961e-34	1.44260372085984e-33	CX3CL1/CD4/PSMD7/TGFB1/CCL2/IL2/IFNG/AICDA/IL4/NR3C1/SELL/LRP1/C3/CRP/IL6/CCL21/CDH1/SELP/ICAM1/ABCB1/TP53/IFNA1/SLC1A2/IL18/SLC28A1/CXCL13/CXCR5/CCR2/CCR5/CCL5/VCAM1/CXCR1/CCR1/IL15/TLR3/IL16/CXCR6/CEBPB/CXCL10/IL8/CXCL11/GLB1/CCL19/LEP/PAK2/SLC28A2/PRF1/HSPA5/CYP2B6/VIPR1/BCL2/F3/CYP3A4/CAV1/CCR6/HLA-DQA1/FAS/CX3CR1/CASP8/HLA-G/MAPK8/PTGS2/FASLG/MKI67/CDK9/PLA2G2A/HLA-C/SLC28A3/HLA-A/PCNA/TLR7/GPX3/CXCL12/HLA-DQB1/NCOR2/CXCR4/OPRM1/TNF/HLA-B/IL10/PPIA/GC/IDO1/VDR/B2M
N-Acetylglutamic acid	22	0	NA	NA	NA	9	0	NA	NA	NA	23	0	NA	NA	NA
N-Acetylglycine	0	0	NA	NA	NA	0	0	NA	NA	NA	1281	42	2.86899969264144e-11	4.03551605118795e-11	SIRT1/TGFB1/CCL2/AICDA/NR3C1/LRP1/C3/IL6/CCL21/CCNT1/ICAM1/TP53/CXCL13/CXCR5/CCR2/CCR5/CCL5/CXCR1/CCR1/CXCR6/CXCL10/IL8/CXCL11/CCL19/IRF3/CHRNA3/CYP2B6/BCL2/F3/CCR6/MAPK8/PTGS2/CDK9/PCNA/TRIM5/GPX3/CXCL12/NCOR2/CXCR4/OPRM1/TNF/B2M
N-Acetylleucine	0	0	NA	NA	NA	3	0	NA	NA	NA	453	17	5.88497847314936e-06	7.24305042849151e-06	RETN/IL2/IL4/LRP1/IL6/ICAM1/VCAM1/LEP/CYP3A4/CAV1/MAPK8/MME/PTGS2/PLA2G2A/NCOR2/TNF/GC
N-Acetylputrescine	0	0	NA	NA	NA	7	0	NA	NA	NA	1850	85	6.19868786306961e-34	1.44260372085984e-33	CX3CL1/CD4/PSMD7/TGFB1/CCL2/IL2/IFNG/AICDA/IL4/NR3C1/SELL/LRP1/C3/CRP/IL6/CCL21/CDH1/SELP/ICAM1/ABCB1/TP53/IFNA1/SLC1A2/IL18/SLC28A1/CXCL13/CXCR5/CCR2/CCR5/CCL5/VCAM1/CXCR1/CCR1/IL15/TLR3/IL16/CXCR6/CEBPB/CXCL10/IL8/CXCL11/GLB1/CCL19/LEP/PAK2/SLC28A2/PRF1/HSPA5/CYP2B6/VIPR1/BCL2/F3/CYP3A4/CAV1/CCR6/HLA-DQA1/FAS/CX3CR1/CASP8/HLA-G/MAPK8/PTGS2/FASLG/MKI67/CDK9/PLA2G2A/HLA-C/SLC28A3/HLA-A/PCNA/TLR7/GPX3/CXCL12/HLA-DQB1/NCOR2/CXCR4/OPRM1/TNF/HLA-B/IL10/PPIA/GC/IDO1/VDR/B2M
Neopterin	0	0	NA	NA	NA	0	0	NA	NA	NA	163	8	0.000319163947685339	0.000337627977716722	CCL2/MLL5/ICAM1/TP53/CCL5/IL8/TNF/IDO1
Pantothenic acid	0	0	NA	NA	NA	10	0	NA	NA	NA	1850	85	6.19868786306961e-34	1.44260372085984e-33	CX3CL1/CD4/PSMD7/TGFB1/CCL2/IL2/IFNG/AICDA/IL4/NR3C1/SELL/LRP1/C3/CRP/IL6/CCL21/CDH1/SELP/ICAM1/ABCB1/TP53/IFNA1/SLC1A2/IL18/SLC28A1/CXCL13/CXCR5/CCR2/CCR5/CCL5/VCAM1/CXCR1/CCR1/IL15/TLR3/IL16/CXCR6/CEBPB/CXCL10/IL8/CXCL11/GLB1/CCL19/LEP/PAK2/SLC28A2/PRF1/HSPA5/CYP2B6/VIPR1/BCL2/F3/CYP3A4/CAV1/CCR6/HLA-DQA1/FAS/CX3CR1/CASP8/HLA-G/MAPK8/PTGS2/FASLG/MKI67/CDK9/PLA2G2A/HLA-C/SLC28A3/HLA-A/PCNA/TLR7/GPX3/CXCL12/HLA-DQB1/NCOR2/CXCR4/OPRM1/TNF/HLA-B/IL10/PPIA/GC/IDO1/VDR/B2M
Paraxanthine	0	0	NA	NA	NA	314	27	3.48464167127203e-17	2.55540389226616e-16	C3/CCL21/TP53/IFNA1/ATM/IL18/CXCL13/CXCR5/CCR2/CCR5/CCL5/CXCR1/CCR1/CXCR6/CXCL10/IL8/CXCL11/CCL19/PAK2/GSK3B/CYP3A4/CCR6/CXCL12/CXCR4/OPRM1/TNF/VDR	309	27	2.31771919654502e-17	3.70835071447204e-17	C3/CCL21/TP53/IFNA1/ATM/IL18/CXCL13/CXCR5/CCR2/CCR5/CCL5/CXCR1/CCR1/CXCR6/CXCL10/IL8/CXCL11/CCL19/PAK2/GSK3B/CYP3A4/CCR6/CXCL12/CXCR4/OPRM1/TNF/VDR
Phytosphingosine	0	0	NA	NA	NA	25	0	NA	NA	NA	50	2	0.0956704881316891	0.0956704881316891	ABCB1/IL10
Pterin	0	0	NA	NA	NA	2	0	NA	NA	NA	1850	85	6.19868786306961e-34	1.44260372085984e-33	CX3CL1/CD4/PSMD7/TGFB1/CCL2/IL2/IFNG/AICDA/IL4/NR3C1/SELL/LRP1/C3/CRP/IL6/CCL21/CDH1/SELP/ICAM1/ABCB1/TP53/IFNA1/SLC1A2/IL18/SLC28A1/CXCL13/CXCR5/CCR2/CCR5/CCL5/VCAM1/CXCR1/CCR1/IL15/TLR3/IL16/CXCR6/CEBPB/CXCL10/IL8/CXCL11/GLB1/CCL19/LEP/PAK2/SLC28A2/PRF1/HSPA5/CYP2B6/VIPR1/BCL2/F3/CYP3A4/CAV1/CCR6/HLA-DQA1/FAS/CX3CR1/CASP8/HLA-G/MAPK8/PTGS2/FASLG/MKI67/CDK9/PLA2G2A/HLA-C/SLC28A3/HLA-A/PCNA/TLR7/GPX3/CXCL12/HLA-DQB1/NCOR2/CXCR4/OPRM1/TNF/HLA-B/IL10/PPIA/GC/IDO1/VDR/B2M
Pyridoxamine	0	0	NA	NA	NA	25	0	NA	NA	NA	1850	85	6.19868786306961e-34	1.44260372085984e-33	CX3CL1/CD4/PSMD7/TGFB1/CCL2/IL2/IFNG/AICDA/IL4/NR3C1/SELL/LRP1/C3/CRP/IL6/CCL21/CDH1/SELP/ICAM1/ABCB1/TP53/IFNA1/SLC1A2/IL18/SLC28A1/CXCL13/CXCR5/CCR2/CCR5/CCL5/VCAM1/CXCR1/CCR1/IL15/TLR3/IL16/CXCR6/CEBPB/CXCL10/IL8/CXCL11/GLB1/CCL19/LEP/PAK2/SLC28A2/PRF1/HSPA5/CYP2B6/VIPR1/BCL2/F3/CYP3A4/CAV1/CCR6/HLA-DQA1/FAS/CX3CR1/CASP8/HLA-G/MAPK8/PTGS2/FASLG/MKI67/CDK9/PLA2G2A/HLA-C/SLC28A3/HLA-A/PCNA/TLR7/GPX3/CXCL12/HLA-DQB1/NCOR2/CXCR4/OPRM1/TNF/HLA-B/IL10/PPIA/GC/IDO1/VDR/B2M
Pyroglutamic acid	749	82	1.44052736872959e-61	3.45726568495103e-60	CD4/IL2RB/TGFB1/CCL2/IL2/IL10RA/IFNG/IL4/MLH1/LRP1/C3/CRP/CDH1/SELP/IL7/CD80/ICAM1/IFNA1/IL18/CXCL13/TNFRSF13C/CXCR5/CCR2/CCR5/VCAM1/CXCR1/CCR1/IL15/TLR3/CCL11/CXCL10/IL7R/CXCL8/CXCL11/CCL19/CD28/CSF1/LEPR/F3/PDCD1/IL21R/PLAUR/SIGLEC1/CCR6/HP/CX3CR1/CD163/FCGR3A/CD40LG/SFTPD/MBL2/IL2RG/FOXP3/IL2RA/CD274/GPX3/MAPK8/IL4R/HLA-A/ITGB2/IL6/CXCR4/IDH1/CXCR6/TNF/PTPRC/IL10/SERPINA1/GC/IL22/SOD2/MRC1/IL12RB1/CCL5/LCK/CCL3/CCL18/CCL4/CCL4L2/B2M/FAS/CYP3A4	42	0	NA	NA	NA	838	43	2.73376263399712e-18	4.92847348100889e-18	CX3CL1/PSMD7/C3/IL6/CCL21/IDH1/CCNT1/TP53/SLC1A2/SLC28A1/CXCL13/CXCR5/CCR2/CCR5/CCL5/BAX/CXCR1/CCR1/CXCR6/CXCL10/IL8/CXCL11/GLB1/CCL19/SLC28A2/VIPR1/F3/CCR6/CASP8/HLA-G/DPP4/PTGS2/CDK9/HLA-C/SLC28A3/HLA-A/CXCL12/CXCR4/OPRM1/TNF/HLA-B/IL10/B2M
Ranitidine	0	0	NA	NA	NA	8	0	NA	NA	NA	50	2	0.0956704881316891	0.0956704881316891	ABCB1/IL10
Serine	279	10	0.000724068309916177	0.000827506639904202	CD27/TP53/NCR1/CD28/PDCD1/NCR3/TRIM5/G6PD/PPIA/KLRC1	131	10	1.18436344937042e-06	4.34266598102487e-06	CX3CL1/PSMD7/TP53/PLAUR/HLA-G/HLA-C/HLA-A/HLA-B/PPIA/B2M	1850	85	6.19868786306961e-34	1.44260372085984e-33	CX3CL1/CD4/PSMD7/TGFB1/CCL2/IL2/IFNG/AICDA/IL4/NR3C1/SELL/LRP1/C3/CRP/IL6/CCL21/CDH1/SELP/ICAM1/ABCB1/TP53/IFNA1/SLC1A2/IL18/SLC28A1/CXCL13/CXCR5/CCR2/CCR5/CCL5/VCAM1/CXCR1/CCR1/IL15/TLR3/IL16/CXCR6/CEBPB/CXCL10/IL8/CXCL11/GLB1/CCL19/LEP/PAK2/SLC28A2/PRF1/HSPA5/CYP2B6/VIPR1/BCL2/F3/CYP3A4/CAV1/CCR6/HLA-DQA1/FAS/CX3CR1/CASP8/HLA-G/MAPK8/PTGS2/FASLG/MKI67/CDK9/PLA2G2A/HLA-C/SLC28A3/HLA-A/PCNA/TLR7/GPX3/CXCL12/HLA-DQB1/NCOR2/CXCR4/OPRM1/TNF/HLA-B/IL10/PPIA/GC/IDO1/VDR/B2M
Sphinganine	0	0	NA	NA	NA	28	0	NA	NA	NA	50	2	0.0956704881316891	0.0956704881316891	ABCB1/IL10
Sulfamethoxazole	0	0	NA	NA	NA	8	2	0.00290372908795522	0.00412142193129128	IFNG/IL8	1850	85	6.19868786306961e-34	1.44260372085984e-33	CX3CL1/CD4/PSMD7/TGFB1/CCL2/IL2/IFNG/AICDA/IL4/NR3C1/SELL/LRP1/C3/CRP/IL6/CCL21/CDH1/SELP/ICAM1/ABCB1/TP53/IFNA1/SLC1A2/IL18/SLC28A1/CXCL13/CXCR5/CCR2/CCR5/CCL5/VCAM1/CXCR1/CCR1/IL15/TLR3/IL16/CXCR6/CEBPB/CXCL10/IL8/CXCL11/GLB1/CCL19/LEP/PAK2/SLC28A2/PRF1/HSPA5/CYP2B6/VIPR1/BCL2/F3/CYP3A4/CAV1/CCR6/HLA-DQA1/FAS/CX3CR1/CASP8/HLA-G/MAPK8/PTGS2/FASLG/MKI67/CDK9/PLA2G2A/HLA-C/SLC28A3/HLA-A/PCNA/TLR7/GPX3/CXCL12/HLA-DQB1/NCOR2/CXCR4/OPRM1/TNF/HLA-B/IL10/PPIA/GC/IDO1/VDR/B2M
Threonine	106	15	3.23370071301622e-13	7.0553470102172e-13	CCL2/IFNG/CD68/CD27/NCR1/VCAM1/CD28/PDCD1/NCR3/CXCL12/BCL2/IL6/PTPRC/KLRC1/CCL5	87	6	0.000299122820808793	0.000544407502361806	PSMD7/HLA-G/HLA-C/HLA-A/HLA-B/B2M	1850	85	6.19868786306961e-34	1.44260372085984e-33	CX3CL1/CD4/PSMD7/TGFB1/CCL2/IL2/IFNG/AICDA/IL4/NR3C1/SELL/LRP1/C3/CRP/IL6/CCL21/CDH1/SELP/ICAM1/ABCB1/TP53/IFNA1/SLC1A2/IL18/SLC28A1/CXCL13/CXCR5/CCR2/CCR5/CCL5/VCAM1/CXCR1/CCR1/IL15/TLR3/IL16/CXCR6/CEBPB/CXCL10/IL8/CXCL11/GLB1/CCL19/LEP/PAK2/SLC28A2/PRF1/HSPA5/CYP2B6/VIPR1/BCL2/F3/CYP3A4/CAV1/CCR6/HLA-DQA1/FAS/CX3CR1/CASP8/HLA-G/MAPK8/PTGS2/FASLG/MKI67/CDK9/PLA2G2A/HLA-C/SLC28A3/HLA-A/PCNA/TLR7/GPX3/CXCL12/HLA-DQB1/NCOR2/CXCR4/OPRM1/TNF/HLA-B/IL10/PPIA/GC/IDO1/VDR/B2M
Ureidopropionic acid	9	0	NA	NA	NA	9	0	NA	NA	NA	1281	42	2.86899969264144e-11	4.03551605118795e-11	SIRT1/TGFB1/CCL2/AICDA/NR3C1/LRP1/C3/IL6/CCL21/CCNT1/ICAM1/TP53/CXCL13/CXCR5/CCR2/CCR5/CCL5/CXCR1/CCR1/CXCR6/CXCL10/IL8/CXCL11/CCL19/IRF3/CHRNA3/CYP2B6/BCL2/F3/CCR6/MAPK8/PTGS2/CDK9/PCNA/TRIM5/GPX3/CXCL12/NCOR2/CXCR4/OPRM1/TNF/B2M
Val-Glu	0	0	NA	NA	NA	1	0	NA	NA	NA	1850	85	6.19868786306961e-34	1.44260372085984e-33	CX3CL1/CD4/PSMD7/TGFB1/CCL2/IL2/IFNG/AICDA/IL4/NR3C1/SELL/LRP1/C3/CRP/IL6/CCL21/CDH1/SELP/ICAM1/ABCB1/TP53/IFNA1/SLC1A2/IL18/SLC28A1/CXCL13/CXCR5/CCR2/CCR5/CCL5/VCAM1/CXCR1/CCR1/IL15/TLR3/IL16/CXCR6/CEBPB/CXCL10/IL8/CXCL11/GLB1/CCL19/LEP/PAK2/SLC28A2/PRF1/HSPA5/CYP2B6/VIPR1/BCL2/F3/CYP3A4/CAV1/CCR6/HLA-DQA1/FAS/CX3CR1/CASP8/HLA-G/MAPK8/PTGS2/FASLG/MKI67/CDK9/PLA2G2A/HLA-C/SLC28A3/HLA-A/PCNA/TLR7/GPX3/CXCL12/HLA-DQB1/NCOR2/CXCR4/OPRM1/TNF/HLA-B/IL10/PPIA/GC/IDO1/VDR/B2M
Valine	324	32	4.81138066848081e-22	1.92455226739232e-21	CD4/TGFB1/CCL2/IFNG/IL4/LRP1/C3/CD68/CD27/TP53/NCR1/CCR2/GSK3B/CD28/PDCD1/CAV1/NCR3/CD163/CD274/MAPK8/IL4R/EPHB2/IL6/TNF/IL10/SERPINA1/MME/IDO1/KLRC1/MRC1/NEFL/B2M	123	7	0.000309880612162383	0.000544407502361806	PSMD7/HLA-G/HLA-C/HLA-A/HLA-B/PPIA/B2M	1850	85	6.19868786306961e-34	1.44260372085984e-33	CX3CL1/CD4/PSMD7/TGFB1/CCL2/IL2/IFNG/AICDA/IL4/NR3C1/SELL/LRP1/C3/CRP/IL6/CCL21/CDH1/SELP/ICAM1/ABCB1/TP53/IFNA1/SLC1A2/IL18/SLC28A1/CXCL13/CXCR5/CCR2/CCR5/CCL5/VCAM1/CXCR1/CCR1/IL15/TLR3/IL16/CXCR6/CEBPB/CXCL10/IL8/CXCL11/GLB1/CCL19/LEP/PAK2/SLC28A2/PRF1/HSPA5/CYP2B6/VIPR1/BCL2/F3/CYP3A4/CAV1/CCR6/HLA-DQA1/FAS/CX3CR1/CASP8/HLA-G/MAPK8/PTGS2/FASLG/MKI67/CDK9/PLA2G2A/HLA-C/SLC28A3/HLA-A/PCNA/TLR7/GPX3/CXCL12/HLA-DQB1/NCOR2/CXCR4/OPRM1/TNF/HLA-B/IL10/PPIA/GC/IDO1/VDR/B2M
