Database	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
Reactome Pathways	R-HSA-9749641	(Reactome)Aspirin ADME	6/217	44/11009	0.000206662559505416	0.0039265886306029	0.00309258908392173	UGT2B10/CYP3A4/UGT1A7/UGT1A8/UGT2B11/UGT1A3	6
Reactome Pathways	R-HSA-9665348	(Reactome)Signaling by ERBB2 ECD mutants	4/217	16/11009	0.000221830598458075	0.00410386607147439	0.00323221315204841	PIK3CA/PIK3R1/HSP90AA1/GRB2	4
Reactome Pathways	R-HSA-445989	(Reactome)TAK1-dependent IKK and NF-kappa-B activation	6/217	45/11009	0.000234580780987181	0.00422846894958944	0.00333035062885984	TP53/APP/HMGB1/SAA1/CASP8/RELA	6
Reactome Pathways	R-HSA-156580	(Reactome)Phase II - Conjugation of compounds	9/217	109/11009	0.000294607230338184	0.00517772207319358	0.00407798429362854	SULT2A1/GCLC/UGT2B10/CYP1A2/UGT1A10/UGT1A7/UGT1A8/UGT2B11/UGT1A3	9
Reactome Pathways	R-HSA-397795	(Reactome)G-protein beta:gamma signalling	5/217	32/11009	0.000370702357078318	0.00620485135776328	0.00488695337902745	PLCB2/PLCB3/GNG2/PLCB1/GNB1	5
Reactome Pathways	R-HSA-451326	(Reactome)Activation of kainate receptors upon glutamate binding	5/217	32/11009	0.000370702357078318	0.00620485135776328	0.00488695337902745	PLCB2/PLCB3/GNG2/PLCB1/GNB1	5
Reactome Pathways	R-HSA-163359	(Reactome)Glucagon signaling in metabolic regulation	5/217	33/11009	0.000429962756295844	0.00674797358287391	0.00531471753326597	PRKACA/GNG2/GNB1/GCGR/GCG	5
Reactome Pathways	R-HSA-1236382	(Reactome)Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	4/217	19/11009	0.000450983600317617	0.00674797358287391	0.00531471753326597	PIK3CA/PIK3R1/HSP90AA1/GRB2	4
Reactome Pathways	R-HSA-5637815	(Reactome)Signaling by Ligand-Responsive EGFR Variants in Cancer	4/217	19/11009	0.000450983600317617	0.00674797358287391	0.00531471753326597	PIK3CA/PIK3R1/HSP90AA1/GRB2	4
Reactome Pathways	R-HSA-9818027	(Reactome)NFE2L2 regulating anti-oxidant/detoxification enzymes	4/217	19/11009	0.000450983600317617	0.00674797358287391	0.00531471753326597	HMOX1/GCLC/NQO1/NFE2L2	4
Reactome Pathways	R-HSA-211859	(Reactome)Biological oxidations	13/217	222/11009	0.000451144748783889	0.00674797358287391	0.00531471753326597	SULT2A1/GCLC/CYP27A1/CYP46A1/UGT2B10/CYP7A1/CYP3A4/CYP1A2/UGT1A10/UGT1A7/UGT1A8/UGT2B11/UGT1A3	13
Reactome Pathways	R-HSA-196071	(Reactome)Metabolism of steroid hormones	5/217	36/11009	0.000650978571631459	0.00953412366368575	0.00750909492715236	SRD5A3/SRD5A1/AKR1B1/HSD3B1/HSD3B2	5
Reactome Pathways	R-HSA-381771	(Reactome)Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)	4/217	21/11009	0.000675170365391744	0.00968662789531421	0.00762920756597331	FFAR1/GRP/GNB1/GCG	4
Reactome Pathways	R-HSA-70635	(Reactome)Urea cycle	3/217	10/11009	0.000818224757850592	0.0112786667601758	0.00888310057026648	OTC/NAGS/CPS1	3
Reactome Pathways	R-HSA-9757110	(Reactome)Prednisone ADME	3/217	10/11009	0.000818224757850592	0.0112786667601758	0.00888310057026648	ABCB1/CYP3A4/UGT1A3	3
Reactome Pathways	R-HSA-5655291	(Reactome)Signaling by FGFR4 in disease	3/217	11/11009	0.00110875858562002	0.014989563186363	0.0118058100412172	PIK3CA/PIK3R1/GRB2	3
Reactome Pathways	R-HSA-400508	(Reactome)Incretin synthesis, secretion, and inactivation	4/217	24/11009	0.00114448251825697	0.0151805888742387	0.0119562622562694	FFAR1/GRP/GNB1/GCG	4
Reactome Pathways	R-HSA-1643713	(Reactome)Signaling by EGFR in Cancer	4/217	25/11009	0.00134163732659541	0.0167907053238583	0.0132243932025896	PIK3CA/PIK3R1/HSP90AA1/GRB2	4
Reactome Pathways	R-HSA-933542	(Reactome)TRAF6 mediated NF-kB activation	4/217	25/11009	0.00134163732659541	0.0167907053238583	0.0132243932025896	APP/HMGB1/SAA1/RELA	4
Reactome Pathways	R-HSA-9664565	(Reactome)Signaling by ERBB2 KD Mutants	4/217	25/11009	0.00134163732659541	0.0167907053238583	0.0132243932025896	PIK3CA/PIK3R1/HSP90AA1/GRB2	4
Reactome Pathways	R-HSA-375281	(Reactome)Hormone ligand-binding receptors	3/217	12/11009	0.00145694598115983	0.0167907053238583	0.0132243932025896	GNRHR/GNRH2/GNRH1	3
Reactome Pathways	R-HSA-390666	(Reactome)Serotonin receptors	3/217	12/11009	0.00145694598115983	0.0167907053238583	0.0132243932025896	HTR2B/HTR2C/HTR2A	3
Reactome Pathways	R-HSA-9673767	(Reactome)Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants	3/217	12/11009	0.00145694598115983	0.0167907053238583	0.0132243932025896	PIK3CA/PIK3R1/GRB2	3
Reactome Pathways	R-HSA-9673770	(Reactome)Signaling by PDGFRA extracellular domain mutants	3/217	12/11009	0.00145694598115983	0.0167907053238583	0.0132243932025896	PIK3CA/PIK3R1/GRB2	3
Reactome Pathways	R-HSA-9755088	(Reactome)Ribavirin ADME	3/217	12/11009	0.00145694598115983	0.0167907053238583	0.0132243932025896	PNP/ADA/SLC29A3	3
Reactome Pathways	R-HSA-1227990	(Reactome)Signaling by ERBB2 in Cancer	4/217	26/11009	0.00156133234172209	0.0177034941327521	0.013943307499929	PIK3CA/PIK3R1/HSP90AA1/GRB2	4
Reactome Pathways	R-HSA-879415	(Reactome)Advanced glycosylation endproduct receptor signaling	3/217	13/11009	0.00186664004529794	0.0208293325689596	0.0164052241240888	APP/HMGB1/SAA1	3
Reactome Pathways	R-HSA-390466	(Reactome)Chaperonin-mediated protein folding	7/217	90/11009	0.00196350805987728	0.0215679088452145	0.0169869282811752	GNA11/GNA15/TP53/GNAQ/GNG2/GNA14/GNB1	7
Reactome Pathways	R-HSA-1855204	(Reactome)Synthesis of IP3 and IP4 in the cytosol	4/217	28/11009	0.00207352921137928	0.0224260159323021	0.0176627751447045	PLCB2/PLCB3/PLCB4/PLCB1	4
Reactome Pathways	R-HSA-193775	(Reactome)Synthesis of bile acids and bile salts via 24-hydroxycholesterol	3/217	14/11009	0.00234140093515858	0.0249394675366133	0.0196423746713463	AKR1D1/CYP27A1/CYP46A1	3
Reactome Pathways	R-HSA-391251	(Reactome)Protein folding	7/217	96/11009	0.00283702171158443	0.0297675561678187	0.0234449869645469	GNA11/GNA15/TP53/GNAQ/GNG2/GNA14/GNB1	7
Reactome Pathways	R-HSA-193807	(Reactome)Synthesis of bile acids and bile salts via 27-hydroxycholesterol	3/217	15/11009	0.00288450810622289	0.0298207235099219	0.0234868616698644	AKR1D1/CYP27A1/CYP7A1	3
Reactome Pathways	R-HSA-15869	(Reactome)Metabolism of nucleotides	7/217	99/11009	0.00337243439709296	0.033240235391525	0.0261800760888555	AMPD2/HPRT1/PNP/ADA/APRT/AMPD3/AMPD1	7
Reactome Pathways	R-HSA-75153	(Reactome)Apoptotic execution phase	5/217	52/11009	0.00347865179998509	0.033240235391525	0.0261800760888555	CDH1/CASP3/HMGB1/CASP8/STK24	5
Reactome Pathways	R-HSA-1963642	(Reactome)PI3K events in ERBB2 signaling	3/217	16/11009	0.00349897214647631	0.033240235391525	0.0261800760888555	PIK3CA/PIK3R1/GRB2	3
Reactome Pathways	R-HSA-2730905	(Reactome)Role of LAT2/NTAL/LAB on calcium mobilization	3/217	16/11009	0.00349897214647631	0.033240235391525	0.0261800760888555	PIK3CA/PIK3R1/GRB2	3
Reactome Pathways	R-HSA-844456	(Reactome)The NLRP3 inflammasome	3/217	16/11009	0.00349897214647631	0.033240235391525	0.0261800760888555	HMOX1/APP/RELA	3
Reactome Pathways	R-HSA-9703648	(Reactome)Signaling by FLT3 ITD and TKD mutants	3/217	16/11009	0.00349897214647631	0.033240235391525	0.0261800760888555	PIK3CA/PIK3R1/GRB2	3
Reactome Pathways	R-HSA-420092	(Reactome)Glucagon-type ligand receptors	4/217	33/11009	0.00383776669459207	0.0359726664839763	0.0283321442997253	GNG2/GNB1/GCGR/GCG	4
Reactome Pathways	R-HSA-9009391	(Reactome)Extra-nuclear estrogen signaling	6/217	77/11009	0.00405357353736329	0.0372638606188699	0.0293490913910692	PIK3CA/PIK3R1/GNG2/HSP90AA1/PRKCZ/GNB1	6
Reactome Pathways	R-HSA-180292	(Reactome)GAB1 signalosome	3/217	17/11009	0.00418754621463829	0.0372638606188699	0.0293490913910692	PIK3CA/PIK3R1/GRB2	3
Reactome Pathways	R-HSA-9018677	(Reactome)Biosynthesis of DHA-derived SPMs	3/217	17/11009	0.00418754621463829	0.0372638606188699	0.0293490913910692	CYP3A4/CYP1A2/PTGS2	3
Reactome Pathways	R-HSA-9034015	(Reactome)Signaling by NTRK3 (TRKC)	3/217	17/11009	0.00418754621463829	0.0372638606188699	0.0293490913910692	PIK3CA/PIK3R1/GRB2	3
Reactome Pathways	R-HSA-192105	(Reactome)Synthesis of bile acids and bile salts	4/217	34/11009	0.00428332298453233	0.0376397007265778	0.0296451038140001	AKR1D1/CYP27A1/CYP46A1/CYP7A1	4
Reactome Pathways	R-HSA-1839117	(Reactome)Signaling by cytosolic FGFR1 fusion mutants	3/217	18/11009	0.00495273709414489	0.0414496925855221	0.0326458610466192	PIK3CA/PIK3R1/GRB2	3
Reactome Pathways	R-HSA-210993	(Reactome)Tie2 Signaling	3/217	18/11009	0.00495273709414489	0.0414496925855221	0.0326458610466192	PIK3CA/PIK3R1/GRB2	3
Reactome Pathways	R-HSA-5654710	(Reactome)PI-3K cascade:FGFR3	3/217	18/11009	0.00495273709414489	0.0414496925855221	0.0326458610466192	PIK3CA/PIK3R1/GRB2	3
Reactome Pathways	R-HSA-881907	(Reactome)Gastrin-CREB signalling pathway via PKC and MAPK	3/217	18/11009	0.00495273709414489	0.0414496925855221	0.0326458610466192	GAST/CCKBR/GRB2	3
Reactome Pathways	R-HSA-9658195	(Reactome)Leishmania infection	9/217	164/11009	0.00516596089170241	0.0422287268240325	0.0332594299759544	HMOX1/CYSLTR2/APP/PRKACA/GNG2/GRB2/CYSLTR1/GNB1/RELA	9
Reactome Pathways	R-HSA-9824443	(Reactome)Parasitic Infection Pathways	9/217	164/11009	0.00516596089170241	0.0422287268240325	0.0332594299759544	HMOX1/CYSLTR2/APP/PRKACA/GNG2/GRB2/CYSLTR1/GNB1/RELA	9
Reactome Pathways	R-HSA-6785807	(Reactome)Interleukin-4 and Interleukin-13 signaling	7/217	108/11009	0.00544691691170831	0.0440135929762178	0.0346651941386397	HMOX1/ANXA1/TP53/PIK3R1/HSP90AA1/SAA1/PTGS2	7
Reactome Pathways	R-HSA-168928	(Reactome)DDX58/IFIH1-mediated induction of interferon-alpha/beta	6/217	82/11009	0.00552121087132243	0.0441069459379508	0.0347387191186076	APP/HSP90AA1/HMGB1/SAA1/CASP8/RELA	6
Reactome Pathways	R-HSA-392851	(Reactome)Prostacyclin signalling through prostacyclin receptor	3/217	19/11009	0.00579681587423751	0.0447819951603183	0.0352703892405891	PTGIR/GNG2/GNB1	3
Reactome Pathways	R-HSA-9018678	(Reactome)Biosynthesis of specialized proresolving mediators (SPMs)	3/217	19/11009	0.00579681587423751	0.0447819951603183	0.0352703892405891	CYP3A4/CYP1A2/PTGS2	3
Reactome Pathways	R-HSA-9703465	(Reactome)Signaling by FLT3 fusion proteins	3/217	19/11009	0.00579681587423751	0.0447819951603183	0.0352703892405891	PIK3CA/PIK3R1/GRB2	3
Reactome Pathways	R-HSA-111465	(Reactome)Apoptotic cleavage of cellular proteins	4/217	38/11009	0.00641291214761271	0.0481678875330908	0.0379371248669698	CDH1/CASP3/CASP8/STK24	4
Reactome Pathways	R-HSA-420499	(Reactome)Class C/3 (Metabotropic glutamate/pheromone receptors)	4/217	38/11009	0.00641291214761271	0.0481678875330908	0.0379371248669698	GRM1/GRM5/GPRC6A/CASR	4
Reactome Pathways	R-HSA-5218859	(Reactome)Regulated Necrosis	5/217	60/11009	0.00644065637000077	0.0481678875330908	0.0379371248669698	TP53/CASP3/HSP90AA1/HMGB1/CASP8	5
Reactome Pathways	R-HSA-5654720	(Reactome)PI-3K cascade:FGFR4	3/217	20/11009	0.00672182826920234	0.0482188293188699	0.0379772467196609	PIK3CA/PIK3R1/GRB2	3
Reactome Pathways	R-HSA-9669938	(Reactome)Signaling by KIT in disease	3/217	20/11009	0.00672182826920234	0.0482188293188699	0.0379772467196609	PIK3CA/PIK3R1/GRB2	3
Reactome Pathways	R-HSA-9670439	(Reactome)Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants	3/217	20/11009	0.00672182826920234	0.0482188293188699	0.0379772467196609	PIK3CA/PIK3R1/GRB2	3
Reactome Pathways	R-HSA-9671555	(Reactome)Signaling by PDGFR in disease	3/217	20/11009	0.00672182826920234	0.0482188293188699	0.0379772467196609	PIK3CA/PIK3R1/GRB2	3
Disease Ontology	DOID:10762	(DO)portal hypertension	14/193	56/10312	1.1761445287342e-12	9.89137548665459e-10	5.83120076877691e-10	UTS2/HMOX1/PIK3R1/AVPR1A/BDKRB2/ADRBK1/EDNRA/UTS2R/HSP90AA1/UTS2D/PTGS2/EDNRB/EDN1/AVP	14
Disease Ontology	DOID:2841	(DO)asthma	29/193	333/10312	3.4138749684661e-12	1.43553442424e-09	8.46281636919755e-10	UTS2/HMOX1/BDKRB1/MPO/EPX/GCLC/CHRM3/CDH1/ABCB1/AGTR1/CYSLTR2/F2RL1/TACR1/CHRM1/BDKRB2/NQO1/TAC1/PMCH/NPSR1/PTGS2/XCL1/ADA/CYSLTR1/TACR2/EDNRB/EDN1/NFE2L2/NPS/TBXA2R	29
Disease Ontology	DOID:1176	(DO)bronchial disease	29/193	344/10312	7.66579128815025e-12	2.14897682444479e-09	1.26687287604167e-09	UTS2/HMOX1/BDKRB1/MPO/EPX/GCLC/CHRM3/CDH1/ABCB1/AGTR1/CYSLTR2/F2RL1/TACR1/CHRM1/BDKRB2/NQO1/TAC1/PMCH/NPSR1/PTGS2/XCL1/ADA/CYSLTR1/TACR2/EDNRB/EDN1/NFE2L2/NPS/TBXA2R	29
Disease Ontology	DOID:272	(DO)hepatic vascular disease	14/193	67/10312	1.65617732045054e-11	3.48211281624726e-09	2.05278820508475e-09	UTS2/HMOX1/PIK3R1/AVPR1A/BDKRB2/ADRBK1/EDNRA/UTS2R/HSP90AA1/UTS2D/PTGS2/EDNRB/EDN1/AVP	14
Disease Ontology	DOID:0050847	(DO)sleep apnea	12/193	49/10312	6.60828447009834e-11	1.11151344787054e-08	6.55263575877119e-09	HMOX1/GHSR/ABCB1/CYSLTR2/HCRT/TACR1/EDNRA/TAC1/PTGS2/CYSLTR1/EDN1/RELA	12
Disease Ontology	DOID:750	(DO)peptic ulcer disease	15/193	98/10312	3.29199145974835e-10	4.61427469608061e-08	2.72022452200259e-08	HMOX1/BDKRB1/OXT/MPO/TP53/PTGER1/BDKRB2/CASP3/OXTR/GAST/AGT/PTGS2/ADA/EDN1/NFE2L2	15
Disease Ontology	DOID:1074	(DO)kidney failure	27/193	360/10312	6.15451252897742e-10	6.92426819276443e-08	4.08202055046254e-08	UTS2/HMOX1/BDKRB1/NAMPT/MPO/ANXA1/PPARA/ABCB1/AGTR1/HPRT1/AVPR1A/PTAFR/ADRA1B/BDKRB2/NQO1/UTS2R/PLAUR/AGT/PTGS2/ADA/EDN1/ADRA1D/ADRA1A/NFE2L2/RELA/TBXA2R/CASR	27
Disease Ontology	DOID:6432	(DO)pulmonary hypertension	21/193	218/10312	6.58669982664869e-10	6.92426819276443e-08	4.08202055046254e-08	UTS2/HMOX1/NAMPT/AGTR1/TACR1/BDKRB2/EDNRA/TAC1/UTS2D/HMGB1/AGT/PTGS2/EDN2/CYSLTR1/TACR2/EDNRB/HTR2A/EDN1/RELA/CPS1/CASR	21
Disease Ontology	DOID:535	(DO)sleep disorder	13/193	77/10312	1.48609631790043e-09	1.3886744481714e-07	8.18656568106553e-08	HMOX1/GHSR/ABCB1/CYSLTR2/HCRT/TACR1/EDNRA/TAC1/PTGS2/HCRTR2/CYSLTR1/EDN1/RELA	13
Disease Ontology	DOID:0050848	(DO)obstructive sleep apnea	10/193	42/10312	3.65380409718053e-09	3.07284924572882e-07	1.81151761028635e-07	HMOX1/GHSR/ABCB1/CYSLTR2/HCRT/EDNRA/PTGS2/CYSLTR1/EDN1/RELA	10
Disease Ontology	DOID:5844	(DO)myocardial infarction	29/193	453/10312	5.3107644719886e-09	4.06032083722037e-07	2.39365556584367e-07	UTS2/HMOX1/BDKRB1/MPO/GCLC/PPARA/TP53/AGTR1/PLCB3/AVPR1A/BDKRB2/P2RY2/CASP3/EDNRA/F2R/UTS2R/PLCB1/PLAUR/CYP1A2/HMGB1/AGT/PTGS2/EDN2/EDNRB/EDN1/MTAP/NFE2L2/GCG/CASR	29
Disease Ontology	DOID:4195	(DO)hyperglycemia	18/193	187/10312	1.18854960681209e-08	8.32975182774139e-07	4.91058653340784e-07	HMOX1/NAMPT/PPARA/AKR1B1/HCRT/ADRBK1/GRB2/AGT/PTGS2/HCRTR2/ADA/PRKCZ/HTR2A/EDN1/AVP/RELA/GCG/AMPD1	18
Disease Ontology	DOID:1936	(DO)atherosclerosis	25/193	364/10312	1.68378370710897e-08	1.06842063705246e-06	6.29859340448974e-07	UTS2/HMOX1/NAMPT/MPO/CYP27A1/CDH1/PPARA/TP53/ABCG8/AGTR1/AKR1B1/P2RY2/CASP3/UTS2R/PLAUR/UTS2D/HMGB1/SAA1/AGT/PTGS2/EDNRB/PRKCZ/EDN1/NFE2L2/CASR	25
Disease Ontology	DOID:2348	(DO)arteriosclerotic cardiovascular disease	25/193	365/10312	1.77858370020623e-08	1.06842063705246e-06	6.29859340448974e-07	UTS2/HMOX1/NAMPT/MPO/CYP27A1/CDH1/PPARA/TP53/ABCG8/AGTR1/AKR1B1/P2RY2/CASP3/UTS2R/PLAUR/UTS2D/HMGB1/SAA1/AGT/PTGS2/EDNRB/PRKCZ/EDN1/NFE2L2/CASR	25
Disease Ontology	DOID:0060084	(DO)cell type benign neoplasm	29/193	480/10312	1.94569260215158e-08	1.09088498560632e-06	6.43102607447997e-07	HMOX1/BDKRB1/MPO/GHSR/GNRH2/NTS/ANXA1/CDH1/PIK3CA/ABCB1/TP53/NTSR2/TRHR/CASP3/NQO1/CCKBR/CASP8/LPAR1/GNRHR2/PTGS2/HSD3B2/NTSR1/HCRTR2/MUTYH/HCRTR1/EDN1/NFE2L2/TOP2A/CASR	29
Disease Ontology	DOID:657	(DO)adenoma	24/193	344/10312	2.47178372088449e-08	1.29923131828991e-06	7.65927718774077e-07	HMOX1/BDKRB1/GHSR/NTS/CDH1/ABCB1/TP53/NTSR2/TRHR/CASP3/NQO1/CCKBR/CASP8/LPAR1/PTGS2/HSD3B2/NTSR1/HCRTR2/MUTYH/HCRTR1/EDN1/NFE2L2/TOP2A/CASR	24
Disease Ontology	DOID:10808	(DO)gastric ulcer	10/193	51/10312	2.74123452592808e-08	1.3561048448856e-06	7.99456013444041e-07	BDKRB1/OXT/PTGER1/BDKRB2/CASP3/OXTR/AGT/PTGS2/EDN1/NFE2L2	10
Disease Ontology	DOID:1924	(DO)hypogonadism	10/193	53/10312	4.04948231086689e-08	1.89200812413281e-06	1.11538372422123e-06	PROKR2/GNRHR/KISS1R/GNRH1/PROK2/TAC3/TACR3/KISS1/HSD3B1/EDN1	10
Disease Ontology	DOID:6000	(DO)congestive heart failure	24/193	355/10312	4.51772203980846e-08	1.91809047575222e-06	1.13075988995469e-06	UTS2/HMOX1/BDKRB1/OXT/MPO/HTR2B/TP53/AGTR1/GNAQ/ADRA1B/PRKACA/CASP3/ADRBK1/EDNRA/HMGB1/AGT/EDNRB/HTR2A/EDN1/AVP/ADRA1A/GRK5/NFE2L2/AMPD1	24
Disease Ontology	DOID:2349	(DO)arteriosclerosis	26/193	411/10312	4.56145178537984e-08	1.91809047575222e-06	1.13075988995469e-06	UTS2/HMOX1/NAMPT/MPO/CYP27A1/CDH1/PPARA/TP53/ABCG8/AGTR1/AKR1B1/P2RY2/CASP3/UTS2R/PLAUR/UTS2D/HMGB1/SAA1/AGT/PTGS2/EDNRB/PRKCZ/EDN1/NFE2L2/RELA/CASR	26
Disease Ontology	DOID:1921	(DO)Klinefelter syndrome	7/193	21/10312	6.72068418272335e-08	2.69147399889064e-06	1.58668784464296e-06	PROKR2/GNRHR/KISS1R/GNRH1/PROK2/TAC3/TACR3	7
Disease Ontology	DOID:0090070	(DO)hypogonadotropic hypogonadism	8/193	31/10312	7.10521077710068e-08	2.71612830160985e-06	1.60122214163369e-06	PROKR2/GNRHR/KISS1R/GNRH1/PROK2/TAC3/TACR3/KISS1	8
Disease Ontology	DOID:5295	(DO)intestinal disease	25/193	417/10312	2.38088766281342e-07	8.70576749750472e-06	5.13225670107607e-06	HMOX1/BDKRB1/NAMPT/ANXA1/HTR2B/ABCB1/TP53/ABCG8/TACR1/CASP3/TAC1/CCKBR/EDN3/PLAUR/NPSR1/AGT/PTGS2/MUTYH/TACR2/EDNRB/HTR2A/EDN1/RELA/GCG/MLN	25
Disease Ontology	DOID:0050339	(DO)commensal bacterial infectious disease	11/193	81/10312	2.87358984694535e-07	0.0000100695377553377	5.93623165750552e-06	HMOX1/PTGIR/PTAFR/ADRBK1/CCKBR/FPR2/HMGB1/SAA1/RELA/TBXA2R/CASR	11
Disease Ontology	DOID:10247	(DO)pleurisy	7/193	27/10312	4.66632259395969e-07	0.0000152897695264985	9.01368226670101e-06	BDKRB1/ANXA1/TP53/PTAFR/BDKRB2/PTGS2/ADA	7
Disease Ontology	DOID:784	(DO)chronic kidney disease	17/193	213/10312	4.72692042436338e-07	0.0000152897695264985	9.01368226670101e-06	BDKRB1/MPO/PPARA/ABCB1/AGTR1/ADRA1B/BDKRB2/NQO1/PLAUR/AGT/ADA/EDN1/ADRA1D/ADRA1A/NFE2L2/RELA/CASR	17
Disease Ontology	DOID:0060429	(DO)chromosomal duplication syndrome	7/193	28/10312	6.12384797918205e-07	0.00001907465240923	0.0000112449606167436	PROKR2/GNRHR/KISS1R/GNRH1/PROK2/TAC3/TACR3	7
Disease Ontology	DOID:4138	(DO)bile duct disease	16/193	195/10312	7.19470909596215e-07	0.0000211928050623805	0.0000124936619117357	OTC/PYGM/HMOX1/GNRHR/CYP27A1/CDH1/ABCB1/TP53/ABCG8/CYP7A1/NQO1/TAC1/F2R/HMGB1/EDN1/NFE2L2	16
Disease Ontology	DOID:5082	(DO)liver cirrhosis	22/193	354/10312	7.30786381461396e-07	0.0000211928050623805	0.0000124936619117357	UTS2/HMOX1/NAMPT/MPO/GCLC/RGS2/CDH1/TP53/AGTR1/CYP7A1/CASP3/ADRBK1/NQO1/UTS2R/CYP3A4/PLAUR/AGT/PTGS2/UGT1A7/EDN1/NFE2L2/GCG	22
Disease Ontology	DOID:9741	(DO)biliary tract disease	16/193	197/10312	8.2519416789762e-07	0.0000231329431733966	0.000013637419406308	OTC/PYGM/HMOX1/GNRHR/CYP27A1/CDH1/ABCB1/TP53/ABCG8/CYP7A1/NQO1/TAC1/F2R/HMGB1/EDN1/NFE2L2	16
Disease Ontology	DOID:1876	(DO)sexual dysfunction	8/193	42/10312	8.91201938031812e-07	0.0000241774461253146	0.0000142531787033271	P2RY1/P2RY2/CASP3/ADRBK1/EDNRA/AGT/HTR2A/EDN1	8
Disease Ontology	DOID:3083	(DO)chronic obstructive pulmonary disease	20/193	304/10312	9.97491239264138e-07	0.0000262153166319106	0.0000154545517662306	HMOX1/MPO/GCLC/CHRM3/F2RL1/BDKRB2/CASP3/EDNRA/NQO1/HSP90AA1/PLAUR/CYP1A2/CASP8/PTGS2/ADA/TACR2/HTR2A/EDN1/NFE2L2/RELA	20
Disease Ontology	DOID:2320	(DO)obstructive lung disease	20/193	305/10312	1.05017863533239e-06	0.0000267636434034708	0.0000157778034207832	HMOX1/MPO/GCLC/CHRM3/F2RL1/BDKRB2/CASP3/EDNRA/NQO1/HSP90AA1/PLAUR/CYP1A2/CASP8/PTGS2/ADA/TACR2/HTR2A/EDN1/NFE2L2/RELA	20
Disease Ontology	DOID:10591	(DO)pre-eclampsia	20/193	309/10312	1.28732446412497e-06	0.0000311416810217225	0.0000183587605747935	UTS2/PYGM/HMOX1/NAMPT/AGTR1/F2RL1/TAC3/BDKRB2/EDNRA/F2R/UTS2R/PLAUR/SLC29A2/AGT/KISS1/PTGS2/EDN2/ADA/EDN1/NFE2L2	20
Disease Ontology	DOID:1532	(DO)pleural disease	8/193	44/10312	1.29602715310379e-06	0.0000311416810217225	0.0000183587605747935	HMOX1/BDKRB1/ANXA1/TP53/PTAFR/BDKRB2/PTGS2/ADA	8
Disease Ontology	DOID:13580	(DO)cholestasis	14/193	161/10312	1.83121430919329e-06	0.000042779200945321	0.0000252193549599427	OTC/PYGM/HMOX1/CYP27A1/ABCB1/TP53/ABCG8/CYP7A1/NQO1/TAC1/F2R/HMGB1/EDN1/NFE2L2	14
Disease Ontology	DOID:1205	(DO)allergic disease	13/193	139/10312	1.90979134968137e-06	0.0000434090412184333	0.0000255906607595996	HTR2B/TP53/ACP1/CYSLTR2/APP/AKR1B1/F2RL1/ADRA1B/AGT/CYSLTR1/ADRA1D/ADRA1A/GCG	13
Disease Ontology	DOID:11612	(DO)polycystic ovary syndrome	15/193	188/10312	2.30399116611203e-06	0.0000509909623868478	0.0000300603833584146	HMOX1/SULT2A1/NAMPT/GNRHR/PIK3R1/GNAQ/ADRA1B/CCK/PLAUR/AGT/KISS1/HSD3B1/HSD3B2/ADRA1D/ADRA1A	15
Disease Ontology	DOID:1116	(DO)pertussis	7/193	35/10312	3.11266318920406e-06	0.0000671217882595029	0.0000395698883161973	PTGIR/PTAFR/ADRBK1/FPR2/SAA1/RELA/CASR	7
Disease Ontology	DOID:104	(DO)bacterial infectious disease	21/193	359/10312	3.48909018137339e-06	0.0000733581210633756	0.0000432463546164965	HMOX1/EPX/KNG1/ABCB1/TP53/ACP1/PTGIR/PTAFR/P2RY1/ADRBK1/CCKBR/PLAUR/FPR2/HMGB1/SAA1/PTGS2/ADA/NFE2L2/RELA/TBXA2R/CASR	21
Disease Ontology	DOID:229	(DO)female reproductive system disease	23/193	421/10312	3.69177182411102e-06	0.0000757263440018869	0.0000446424782838585	HMOX1/SULT2A1/NAMPT/MPO/GNRHR/AGTR1/PIK3R1/GNAQ/PLK1/ADRA1B/CASP3/OXTR/CCK/PLAUR/AGT/KISS1/PTGS2/HSD3B1/HSD3B2/EDN1/ADRA1D/ADRA1A/RELA	23
Disease Ontology	DOID:201	(DO)connective tissue cancer	22/193	392/10312	3.9553051264588e-06	0.0000792002764607583	0.0000466904439739873	OXT/F2RL3/NTS/CDH1/KNG1/ABCB1/TP53/PTGER1/PRKCI/CASP3/F2R/CCK/CYP3A4/PLAUR/CASP8/LPAR1/TOP1/PTGS2/LPAR3/MTAP/RELA/TOP2A	22
Disease Ontology	DOID:1414	(DO)ovarian dysfunction	15/193	199/10312	4.66430230696825e-06	0.0000912250753525651	0.0000537793485087404	HMOX1/SULT2A1/NAMPT/GNRHR/PIK3R1/GNAQ/ADRA1B/CCK/PLAUR/AGT/KISS1/HSD3B1/HSD3B2/ADRA1D/ADRA1A	15
